Regiao,UF,Area,Ano,Quantidade,
Centro-Oeste,DF,Ciências biológicas,2010,25,
Centro-Oeste,DF,Ciências biológicas,2011,35,
Centro-Oeste,DF,Ciências biológicas,2012,56,
Centro-Oeste,DF,Ciências biológicas,2013,53,
Centro-Oeste,DF,Ciências biológicas,2014,55,
Centro-Oeste,DF,Ciências biológicas,2015,49,
Centro-Oeste,DF,Ciências biológicas,2016,68,
Centro-Oeste,DF,Ciências biológicas,2017,52,
Centro-Oeste,DF,Ciências da saúde,1996,0,
Centro-Oeste,DF,Ciências da saúde,1997,0,
Centro-Oeste,DF,Ciências da saúde,1998,0,
Centro-Oeste,DF,Ciências da saúde,1999,0,
Centro-Oeste,DF,Ciências da saúde,2000,1,
Centro-Oeste,DF,Ciências da saúde,2001,1,
Centro-Oeste,DF,Ciências da saúde,2002,3,
Centro-Oeste,DF,Ciências da saúde,2003,0,
Centro-Oeste,DF,Ciências da saúde,2004,18,
Centro-Oeste,DF,Ciências da saúde,2005,28,
Centro-Oeste,DF,Ciências da saúde,2006,26,
Centro-Oeste,DF,Ciências da saúde,2007,33,
Centro-Oeste,DF,Ciências da saúde,2008,37,
Centro-Oeste,DF,Ciências da saúde,2009,45,
Centro-Oeste,DF,Ciências da saúde,2010,36,
Centro-Oeste,DF,Ciências da saúde,2011,48,
Centro-Oeste,DF,Ciências da saúde,2012,42,
Centro-Oeste,DF,Ciências da saúde,2013,50,
Centro-Oeste,DF,Ciências da saúde,2014,71,
Centro-Oeste,DF,Ciências da saúde,2015,67,
Centro-Oeste,DF,Ciências da saúde,2016,76,
Centro-Oeste,DF,Ciências da saúde,2017,61,
Centro-Oeste,DF,Ciências exatas e da terra,1996,11,
Centro-Oeste,DF,Ciências exatas e da terra,1997,19,
Centro-Oeste,DF,Ciências exatas e da terra,1998,13,
Centro-Oeste,DF,Ciências exatas e da terra,1999,14,
Centro-Oeste,DF,Ciências exatas e da terra,2000,16,
Centro-Oeste,DF,Ciências exatas e da terra,2001,18,
Centro-Oeste,DF,Ciências exatas e da terra,2002,16,
Centro-Oeste,DF,Ciências exatas e da terra,2003,23,
Centro-Oeste,DF,Ciências exatas e da terra,2004,25,
Centro-Oeste,DF,Ciências exatas e da terra,2005,21,
Centro-Oeste,DF,Ciências exatas e da terra,2006,26,
Centro-Oeste,DF,Ciências exatas e da terra,2007,27,
Centro-Oeste,DF,Ciências exatas e da terra,2008,29,
Centro-Oeste,DF,Ciências exatas e da terra,2009,33,
Centro-Oeste,DF,Ciências exatas e da terra,2010,22,
Centro-Oeste,DF,Ciências exatas e da terra,2011,31,
Centro-Oeste,DF,Ciências exatas e da terra,2012,30,
Centro-Oeste,DF,Ciências exatas e da terra,2013,44,
Centro-Oeste,DF,Ciências exatas e da terra,2014,36,
Centro-Oeste,DF,Ciências exatas e da terra,2015,53,
Centro-Oeste,DF,Ciências exatas e da terra,2016,43,
Centro-Oeste,DF,Ciências exatas e da terra,2017,57,
Centro-Oeste,DF,Ciências humanas,1996,20,
Centro-Oeste,DF,Ciências humanas,1997,12,
Centro-Oeste,DF,Ciências humanas,1998,20,
Centro-Oeste,DF,Ciências humanas,1999,31,
Centro-Oeste,DF,Ciências humanas,2000,48,
Centro-Oeste,DF,Ciências humanas,2001,38,
Centro-Oeste,DF,Ciências humanas,2002,48,
Centro-Oeste,DF,Ciências humanas,2003,48,
Centro-Oeste,DF,Ciências humanas,2004,54,
Centro-Oeste,DF,Ciências humanas,2005,47,
Centro-Oeste,DF,Ciências humanas,2006,52,
Centro-Oeste,DF,Ciências humanas,2007,53,
Centro-Oeste,DF,Ciências humanas,2008,73,
Centro-Oeste,DF,Ciências humanas,2009,90,
Centro-Oeste,DF,Ciências humanas,2010,77,
Centro-Oeste,DF,Ciências humanas,2011,69,
Centro-Oeste,DF,Ciências humanas,2012,89,
Centro-Oeste,DF,Ciências humanas,2013,112,
Centro-Oeste,DF,Ciências humanas,2014,113,
Centro-Oeste,DF,Ciências humanas,2015,118,
Centro-Oeste,DF,Ciências humanas,2016,122,
Centro-Oeste,DF,Ciências humanas,2017,149,
Centro-Oeste,DF,Ciências sociais aplicadas,1996,1,
Centro-Oeste,DF,Ciências sociais aplicadas,1997,3,
Centro-Oeste,DF,Ciências sociais aplicadas,1998,5,
Centro-Oeste,DF,Ciências sociais aplicadas,1999,7,
Centro-Oeste,DF,Ciências sociais aplicadas,2000,7,
Centro-Oeste,DF,Ciências sociais aplicadas,2001,8,
Centro-Oeste,DF,Ciências sociais aplicadas,2002,6,
Centro-Oeste,DF,Ciências sociais aplicadas,2003,7,
Centro-Oeste,DF,Ciências sociais aplicadas,2004,11,
Centro-Oeste,DF,Ciências sociais aplicadas,2005,14,
Centro-Oeste,DF,Ciências sociais aplicadas,2006,22,
Centro-Oeste,DF,Ciências sociais aplicadas,2007,20,
Centro-Oeste,DF,Ciências sociais aplicadas,2008,38,
Centro-Oeste,DF,Ciências sociais aplicadas,2009,47,
Centro-Oeste,DF,Ciências sociais aplicadas,2010,46,
Centro-Oeste,DF,Ciências sociais aplicadas,2011,61,
Centro-Oeste,DF,Ciências sociais aplicadas,2012,60,
Centro-Oeste,DF,Ciências sociais aplicadas,2013,85,
Centro-Oeste,DF,Ciências sociais aplicadas,2014,99,
Centro-Oeste,DF,Ciências sociais aplicadas,2015,98,
Centro-Oeste,DF,Ciências sociais aplicadas,2016,103,
Centro-Oeste,DF,Ciências sociais aplicadas,2017,119,
Centro-Oeste,DF,Engenharias,1996,0,
Centro-Oeste,DF,Engenharias,1997,0,
Centro-Oeste,DF,Engenharias,1998,0,
Centro-Oeste,DF,Engenharias,1999,1,
Centro-Oeste,DF,Engenharias,2000,5,
Centro-Oeste,DF,Engenharias,2001,2,
Centro-Oeste,DF,Engenharias,2002,0,
Centro-Oeste,DF,Engenharias,2003,5,
Centro-Oeste,DF,Engenharias,2004,17,
Centro-Oeste,DF,Engenharias,2005,18,
Centro-Oeste,DF,Engenharias,2006,26,
Centro-Oeste,DF,Engenharias,2007,24,
Centro-Oeste,DF,Engenharias,2008,22,
Centro-Oeste,DF,Engenharias,2009,31,
Centro-Oeste,DF,Engenharias,2010,28,
Centro-Oeste,DF,Engenharias,2011,19,
Centro-Oeste,DF,Engenharias,2012,28,
Centro-Oeste,DF,Engenharias,2013,44,
Centro-Oeste,DF,Engenharias,2014,36,
Centro-Oeste,DF,Engenharias,2015,41,
Centro-Oeste,DF,Engenharias,2016,48,
Centro-Oeste,DF,Engenharias,2017,52,
Centro-Oeste,DF,"Linguística, letras e artes",1996,0,
Centro-Oeste,DF,"Linguística, letras e artes",1997,0,
Centro-Oeste,DF,"Linguística, letras e artes",1998,0,
Centro-Oeste,DF,"Linguística, letras e artes",1999,0,
Centro-Oeste,DF,"Linguística, letras e artes",2000,2,
Centro-Oeste,DF,"Linguística, letras e artes",2001,1,
Centro-Oeste,DF,"Linguística, letras e artes",2002,0,
Centro-Oeste,DF,"Linguística, letras e artes",2003,2,
Centro-Oeste,DF,"Linguística, letras e artes",2004,10,
Centro-Oeste,DF,"Linguística, letras e artes",2005,7,
Centro-Oeste,DF,"Linguística, letras e artes",2006,17,
Centro-Oeste,DF,"Linguística, letras e artes",2007,19,
Centro-Oeste,DF,"Linguística, letras e artes",2008,18,
Centro-Oeste,DF,"Linguística, letras e artes",2009,17,
Centro-Oeste,DF,"Linguística, letras e artes",2010,12,
Centro-Oeste,DF,"Linguística, letras e artes",2011,22,
Centro-Oeste,DF,"Linguística, letras e artes",2012,16,
Centro-Oeste,DF,"Linguística, letras e artes",2013,42,
Centro-Oeste,DF,"Linguística, letras e artes",2014,44,
Centro-Oeste,DF,"Linguística, letras e artes",2015,54,
Centro-Oeste,DF,"Linguística, letras e artes",2016,41,
Centro-Oeste,DF,"Linguística, letras e artes",2017,34,
Centro-Oeste,DF,Multidisciplinar,1996,0,
Centro-Oeste,DF,Multidisciplinar,1997,0,
Centro-Oeste,DF,Multidisciplinar,1998,0,
Centro-Oeste,DF,Multidisciplinar,1999,3,
Centro-Oeste,DF,Multidisciplinar,2000,14,
Centro-Oeste,DF,Multidisciplinar,2001,6,
Centro-Oeste,DF,Multidisciplinar,2002,18,
Centro-Oeste,DF,Multidisciplinar,2003,27,
Centro-Oeste,DF,Multidisciplinar,2004,18,
Centro-Oeste,DF,Multidisciplinar,2005,24,
Centro-Oeste,DF,Multidisciplinar,2006,24,
Centro-Oeste,DF,Multidisciplinar,2007,22,
Centro-Oeste,DF,Multidisciplinar,2008,26,
Centro-Oeste,DF,Multidisciplinar,2009,15,
Centro-Oeste,DF,Multidisciplinar,2010,18,
Centro-Oeste,DF,Multidisciplinar,2011,21,
Centro-Oeste,DF,Multidisciplinar,2012,34,
Centro-Oeste,DF,Multidisciplinar,2013,41,
Centro-Oeste,DF,Multidisciplinar,2014,26,
Centro-Oeste,DF,Multidisciplinar,2015,51,
Centro-Oeste,DF,Multidisciplinar,2016,39,
Centro-Oeste,DF,Multidisciplinar,2017,61,
Sudeste,ES,Ciências agrárias,1996,0,
Sudeste,ES,Ciências agrárias,1997,0,
Sudeste,ES,Ciências agrárias,1998,0,
Sudeste,ES,Ciências agrárias,1999,0,
Sudeste,ES,Ciências agrárias,2000,0,
Sudeste,ES,Ciências agrárias,2001,0,
Sudeste,ES,Ciências agrárias,2002,0,
Sudeste,ES,Ciências agrárias,2003,0,
Sudeste,ES,Ciências agrárias,2004,0,
Sudeste,ES,Ciências agrárias,2005,0,
Sudeste,ES,Ciências agrárias,2006,0,
Sudeste,ES,Ciências agrárias,2007,0,
Sudeste,ES,Ciências agrárias,2008,0,
Sudeste,ES,Ciências agrárias,2009,0,
Sudeste,ES,Ciências agrárias,2010,0,
Sudeste,ES,Ciências agrárias,2011,0,
Sudeste,ES,Ciências agrárias,2012,0,
Sudeste,ES,Ciências agrárias,2013,4,
Sudeste,ES,Ciências agrárias,2014,16,
Sudeste,ES,Ciências agrárias,2015,9,
Sudeste,ES,Ciências agrárias,2016,11,
Sudeste,ES,Ciências agrárias,2017,34,
Sudeste,ES,Ciências biológicas,1996,5,
Sudeste,ES,Ciências biológicas,1997,2,
Sudeste,ES,Ciências biológicas,1998,2,
Sudeste,ES,Ciências biológicas,1999,2,
Sudeste,ES,Ciências biológicas,2000,3,
Sudeste,ES,Ciências biológicas,2001,2,
Sudeste,ES,Ciências biológicas,2002,1,
Sudeste,ES,Ciências biológicas,2003,1,
Sudeste,ES,Ciências biológicas,2004,10,
Sudeste,ES,Ciências biológicas,2005,4,
Sudeste,ES,Ciências biológicas,2006,13,
Sudeste,ES,Ciências biológicas,2007,5,
Sudeste,ES,Ciências biológicas,2008,11,
Sudeste,ES,Ciências biológicas,2009,4,
Sudeste,ES,Ciências biológicas,2010,7,
Sudeste,ES,Ciências biológicas,2011,11,
Sudeste,ES,Ciências biológicas,2012,7,
Sudeste,ES,Ciências biológicas,2013,18,
Sudeste,ES,Ciências biológicas,2014,19,
Sudeste,ES,Ciências biológicas,2015,18,
Sudeste,ES,Ciências biológicas,2016,15,
Sudeste,ES,Ciências biológicas,2017,29,
Sudeste,ES,Ciências da saúde,1996,0,
Sudeste,ES,Ciências da saúde,1997,0,
Sudeste,ES,Ciências da saúde,1998,0,
Sudeste,ES,Ciências da saúde,1999,0,
Sudeste,ES,Ciências da saúde,2000,0,
Sudeste,ES,Ciências da saúde,2001,0,
Sudeste,ES,Ciências da saúde,2002,0,
Sudeste,ES,Ciências da saúde,2003,0,
Sudeste,ES,Ciências da saúde,2004,0,
Sudeste,ES,Ciências da saúde,2005,0,
Sudeste,ES,Ciências da saúde,2006,0,
Sudeste,ES,Ciências da saúde,2007,0,
Sudeste,ES,Ciências da saúde,2008,0,
Sudeste,ES,Ciências da saúde,2009,0,
Sudeste,ES,Ciências da saúde,2010,0,
Sudeste,ES,Ciências da saúde,2011,0,
Sudeste,ES,Ciências da saúde,2012,2,
Sudeste,ES,Ciências da saúde,2013,3,
Sudeste,ES,Ciências da saúde,2014,1,
Sudeste,ES,Ciências da saúde,2015,7,
Sudeste,ES,Ciências da saúde,2016,5,
Sudeste,ES,Ciências da saúde,2017,7,
Sudeste,ES,Ciências exatas e da terra,1996,0,
Sudeste,ES,Ciências exatas e da terra,1997,0,
Sudeste,ES,Ciências exatas e da terra,1998,0,
Sudeste,ES,Ciências exatas e da terra,1999,0,
Sudeste,ES,Ciências exatas e da terra,2000,0,
Sudeste,ES,Ciências exatas e da terra,2001,0,
Sudeste,ES,Ciências exatas e da terra,2002,0,
Sudeste,ES,Ciências exatas e da terra,2003,0,
Sudeste,ES,Ciências exatas e da terra,2004,1,
Sudeste,ES,Ciências exatas e da terra,2005,3,
Sudeste,ES,Ciências exatas e da terra,2006,0,
Sudeste,ES,Ciências exatas e da terra,2007,5,
Sudeste,ES,Ciências exatas e da terra,2008,4,
Sudeste,ES,Ciências exatas e da terra,2009,5,
Sudeste,ES,Ciências exatas e da terra,2010,9,
Sudeste,ES,Ciências exatas e da terra,2011,6,
Sudeste,ES,Ciências exatas e da terra,2012,5,
Sudeste,ES,Ciências exatas e da terra,2013,9,
Sudeste,ES,Ciências exatas e da terra,2014,6,
Sudeste,ES,Ciências exatas e da terra,2015,8,
Sudeste,ES,Ciências exatas e da terra,2016,5,
Sudeste,ES,Ciências exatas e da terra,2017,19,
Sudeste,ES,Ciências humanas,1996,0,
Sudeste,ES,Ciências humanas,1997,0,
Sudeste,ES,Ciências humanas,1998,0,
Sudeste,ES,Ciências humanas,1999,0,
Sudeste,ES,Ciências humanas,2000,0,
Sudeste,ES,Ciências humanas,2001,0,
Sudeste,ES,Ciências humanas,2002,0,
Sudeste,ES,Ciências humanas,2003,0,
Sudeste,ES,Ciências humanas,2004,8,
Sudeste,ES,Ciências humanas,2005,1,
Sudeste,ES,Ciências humanas,2006,6,
Sudeste,ES,Ciências humanas,2007,8,
Sudeste,ES,Ciências humanas,2008,14,
Sudeste,ES,Ciências humanas,2009,21,
Sudeste,ES,Ciências humanas,2010,17,
Sudeste,ES,Ciências humanas,2011,25,
Sudeste,ES,Ciências humanas,2012,35,
Sudeste,ES,Ciências humanas,2013,35,
Sudeste,ES,Ciências humanas,2014,55,
Sudeste,ES,Ciências humanas,2015,46,
Sudeste,ES,Ciências humanas,2016,55,
Sudeste,ES,Ciências humanas,2017,40,
Sudeste,ES,Ciências sociais aplicadas,1996,0,
Sudeste,ES,Ciências sociais aplicadas,1997,0,
Sudeste,ES,Ciências sociais aplicadas,1998,0,
Sudeste,ES,Ciências sociais aplicadas,1999,0,
Sudeste,ES,Ciências sociais aplicadas,2000,0,
Sudeste,ES,Ciências sociais aplicadas,2001,0,
Sudeste,ES,Ciências sociais aplicadas,2002,0,
Sudeste,ES,Ciências sociais aplicadas,2003,0,
Sudeste,ES,Ciências sociais aplicadas,2004,0,
Sudeste,ES,Ciências sociais aplicadas,2005,0,
Sudeste,ES,Ciências sociais aplicadas,2006,0,
Sudeste,ES,Ciências sociais aplicadas,2007,0,
Sudeste,ES,Ciências sociais aplicadas,2008,0,
Sudeste,ES,Ciências sociais aplicadas,2009,0,
Sudeste,ES,Ciências sociais aplicadas,2010,0,
Sudeste,ES,Ciências sociais aplicadas,2011,0,
Sudeste,ES,Ciências sociais aplicadas,2012,0,
Sudeste,ES,Ciências sociais aplicadas,2013,1,
Sudeste,ES,Ciências sociais aplicadas,2014,3,
Sudeste,ES,Ciências sociais aplicadas,2015,3,
Sudeste,ES,Ciências sociais aplicadas,2016,6,
Sudeste,ES,Ciências sociais aplicadas,2017,15,
Sudeste,ES,Engenharias,1996,0,
Sudeste,ES,Engenharias,1997,0,
Sudeste,ES,Engenharias,1998,0,
Sudeste,ES,Engenharias,1999,0,
Sudeste,ES,Engenharias,2000,0,
Sudeste,ES,Engenharias,2001,1,
Sudeste,ES,Engenharias,2002,3,
Sudeste,ES,Engenharias,2003,3,
Sudeste,ES,Engenharias,2004,4,
Sudeste,ES,Engenharias,2005,5,
Sudeste,ES,Engenharias,2006,6,
Sudeste,ES,Engenharias,2007,8,
Sudeste,ES,Engenharias,2008,4,
Sudeste,ES,Engenharias,2009,4,
Sudeste,ES,Engenharias,2010,3,
Sudeste,ES,Engenharias,2011,9,
Sudeste,ES,Engenharias,2012,12,
Sudeste,ES,Engenharias,2013,12,
Sudeste,ES,Engenharias,2014,14,
Sudeste,ES,Engenharias,2015,20,
Sudeste,ES,Engenharias,2016,13,
Sudeste,ES,Engenharias,2017,10,
Sudeste,ES,"Linguística, letras e artes",1996,0,
Sudeste,ES,"Linguística, letras e artes",1997,0,
Sudeste,ES,"Linguística, letras e artes",1998,0,
Sudeste,ES,"Linguística, letras e artes",1999,0,
Sudeste,ES,"Linguística, letras e artes",2000,0,
Sudeste,ES,"Linguística, letras e artes",2001,0,
Sudeste,ES,"Linguística, letras e artes",2002,0,
Sudeste,ES,"Linguística, letras e artes",2003,0,
Sudeste,ES,"Linguística, letras e artes",2004,0,
Sudeste,ES,"Linguística, letras e artes",2005,0,
Sudeste,ES,"Linguística, letras e artes",2006,0,
Sudeste,ES,"Linguística, letras e artes",2007,0,
Sudeste,ES,"Linguística, letras e artes",2008,0,
Sudeste,ES,"Linguística, letras e artes",2009,0,
Sudeste,ES,"Linguística, letras e artes",2010,0,
Sudeste,ES,"Linguística, letras e artes",2011,0,
Sudeste,ES,"Linguística, letras e artes",2012,0,
Sudeste,ES,"Linguística, letras e artes",2013,0,
Sudeste,ES,"Linguística, letras e artes",2014,12,
Sudeste,ES,"Linguística, letras e artes",2015,15,
Sudeste,ES,"Linguística, letras e artes",2016,15,
Sudeste,ES,"Linguística, letras e artes",2017,12,
Sudeste,ES,Multidisciplinar,1996,0,
Sudeste,ES,Multidisciplinar,1997,0,
Sudeste,ES,Multidisciplinar,1998,0,
Sudeste,ES,Multidisciplinar,1999,0,
Sudeste,ES,Multidisciplinar,2000,0,
Sudeste,ES,Multidisciplinar,2001,0,
Sudeste,ES,Multidisciplinar,2002,0,
Sudeste,ES,Multidisciplinar,2003,0,
Sudeste,ES,Multidisciplinar,2004,0,
Sudeste,ES,Multidisciplinar,2005,0,
Sudeste,ES,Multidisciplinar,2006,0,
Sudeste,ES,Multidisciplinar,2007,0,
Sudeste,ES,Multidisciplinar,2008,0,
Sudeste,ES,Multidisciplinar,2009,0,
Sudeste,ES,Multidisciplinar,2010,0,
Sudeste,ES,Multidisciplinar,2011,0,
Sudeste,ES,Multidisciplinar,2012,2,
Sudeste,ES,Multidisciplinar,2013,4,
Sudeste,ES,Multidisciplinar,2014,13,
Sudeste,ES,Multidisciplinar,2015,8,
Sudeste,ES,Multidisciplinar,2016,6,
Sudeste,ES,Multidisciplinar,2017,10,
Centro-Oeste,GO,Ciências agrárias,1996,0,
Centro-Oeste,GO,Ciências agrárias,1997,0,
Centro-Oeste,GO,Ciências agrárias,1998,0,
Centro-Oeste,GO,Ciências agrárias,1999,0,
Centro-Oeste,GO,Ciências agrárias,2000,4,
Centro-Oeste,GO,Ciências agrárias,2001,5,
Centro-Oeste,GO,Ciências agrárias,2002,5,
Centro-Oeste,GO,Ciências agrárias,2003,15,
Centro-Oeste,GO,Ciências agrárias,2004,10,
Centro-Oeste,GO,Ciências agrárias,2005,15,
Centro-Oeste,GO,Ciências agrárias,2006,23,
Centro-Oeste,GO,Ciências agrárias,2007,25,
Centro-Oeste,GO,Ciências agrárias,2008,30,
Centro-Oeste,GO,Ciências agrárias,2009,40,
Centro-Oeste,GO,Ciências agrárias,2010,27,
Centro-Oeste,GO,Ciências agrárias,2011,26,
Centro-Oeste,GO,Ciências agrárias,2012,33,
Centro-Oeste,GO,Ciências agrárias,2013,53,
Centro-Oeste,GO,Ciências agrárias,2014,51,
Centro-Oeste,GO,Ciências agrárias,2015,44,
Centro-Oeste,GO,Ciências agrárias,2016,72,
Centro-Oeste,GO,Ciências agrárias,2017,64,
Centro-Oeste,GO,Ciências biológicas,1996,0,
Centro-Oeste,GO,Ciências biológicas,1997,0,
Centro-Oeste,GO,Ciências biológicas,1998,0,
Centro-Oeste,GO,Ciências biológicas,1999,0,
Centro-Oeste,GO,Ciências biológicas,2000,0,
Centro-Oeste,GO,Ciências biológicas,2001,0,
Centro-Oeste,GO,Ciências biológicas,2002,0,
Centro-Oeste,GO,Ciências biológicas,2003,0,
Centro-Oeste,GO,Ciências biológicas,2004,0,
Centro-Oeste,GO,Ciências biológicas,2005,0,
Centro-Oeste,GO,Ciências biológicas,2006,0,
Centro-Oeste,GO,Ciências biológicas,2007,1,
Centro-Oeste,GO,Ciências biológicas,2008,4,
Centro-Oeste,GO,Ciências biológicas,2009,8,
Centro-Oeste,GO,Ciências biológicas,2010,8,
Centro-Oeste,GO,Ciências biológicas,2011,7,
Centro-Oeste,GO,Ciências biológicas,2012,4,
Centro-Oeste,GO,Ciências biológicas,2013,14,
Centro-Oeste,GO,Ciências biológicas,2014,20,
Centro-Oeste,GO,Ciências biológicas,2015,18,
Centro-Oeste,GO,Ciências biológicas,2016,16,
Centro-Oeste,GO,Ciências biológicas,2017,25,
Centro-Oeste,GO,Ciências da saúde,1996,0,
Centro-Oeste,GO,Ciências da saúde,1997,0,
Centro-Oeste,GO,Ciências da saúde,1998,0,
Centro-Oeste,GO,Ciências da saúde,1999,0,
Centro-Oeste,GO,Ciências da saúde,2000,0,
Centro-Oeste,GO,Ciências da saúde,2001,0,
Centro-Oeste,GO,Ciências da saúde,2002,0,
Centro-Oeste,GO,Ciências da saúde,2003,0,
Centro-Oeste,GO,Ciências da saúde,2004,3,
Centro-Oeste,GO,Ciências da saúde,2005,5,
Centro-Oeste,GO,Ciências da saúde,2006,6,
Centro-Oeste,GO,Ciências da saúde,2007,6,
Centro-Oeste,GO,Ciências da saúde,2008,17,
Centro-Oeste,GO,Ciências da saúde,2009,27,
Centro-Oeste,GO,Ciências da saúde,2010,27,
Centro-Oeste,GO,Ciências da saúde,2011,34,
Centro-Oeste,GO,Ciências da saúde,2012,34,
Centro-Oeste,GO,Ciências da saúde,2013,49,
Centro-Oeste,GO,Ciências da saúde,2014,74,
Centro-Oeste,GO,Ciências da saúde,2015,44,
Centro-Oeste,GO,Ciências da saúde,2016,66,
Centro-Oeste,GO,Ciências da saúde,2017,61,
Centro-Oeste,GO,Ciências exatas e da terra,1996,0,
Centro-Oeste,GO,Ciências exatas e da terra,1997,0,
Centro-Oeste,GO,Ciências exatas e da terra,1998,0,
Centro-Oeste,GO,Ciências exatas e da terra,1999,0,
Centro-Oeste,GO,Ciências exatas e da terra,2000,0,
Centro-Oeste,GO,Ciências exatas e da terra,2001,0,
Centro-Oeste,GO,Ciências exatas e da terra,2002,0,
Centro-Oeste,GO,Ciências exatas e da terra,2003,0,
Centro-Oeste,GO,Ciências exatas e da terra,2004,0,
Centro-Oeste,GO,Ciências exatas e da terra,2005,0,
Centro-Oeste,GO,Ciências exatas e da terra,2006,0,
Centro-Oeste,GO,Ciências exatas e da terra,2007,0,
Centro-Oeste,GO,Ciências exatas e da terra,2008,0,
Centro-Oeste,GO,Ciências exatas e da terra,2009,6,
Centro-Oeste,GO,Ciências exatas e da terra,2010,9,
Centro-Oeste,GO,Ciências exatas e da terra,2011,16,
Centro-Oeste,GO,Ciências exatas e da terra,2012,17,
Centro-Oeste,GO,Ciências exatas e da terra,2013,12,
Centro-Oeste,GO,Ciências exatas e da terra,2014,19,
Centro-Oeste,GO,Ciências exatas e da terra,2015,21,
Centro-Oeste,GO,Ciências exatas e da terra,2016,24,
Centro-Oeste,GO,Ciências exatas e da terra,2017,30,
Centro-Oeste,GO,Ciências humanas,1996,0,
Centro-Oeste,GO,Ciências humanas,1997,0,
Centro-Oeste,GO,Ciências humanas,1998,0,
Centro-Oeste,GO,Ciências humanas,1999,0,
Centro-Oeste,GO,Ciências humanas,2000,0,
Centro-Oeste,GO,Ciências humanas,2001,0,
Centro-Oeste,GO,Ciências humanas,2002,0,
Centro-Oeste,GO,Ciências humanas,2003,0,
Centro-Oeste,GO,Ciências humanas,2004,1,
Centro-Oeste,GO,Ciências humanas,2005,1,
Centro-Oeste,GO,Ciências humanas,2006,9,
Centro-Oeste,GO,Ciências humanas,2007,12,
Centro-Oeste,GO,Ciências humanas,2008,12,
Centro-Oeste,GO,Ciências humanas,2009,18,
Centro-Oeste,GO,Ciências humanas,2010,38,
Centro-Oeste,GO,Ciências humanas,2011,58,
Centro-Oeste,GO,Ciências humanas,2012,57,
Centro-Oeste,GO,Ciências humanas,2013,55,
Centro-Oeste,GO,Ciências humanas,2014,79,
Centro-Oeste,GO,Ciências humanas,2015,78,
Centro-Oeste,GO,Ciências humanas,2016,93,
Centro-Oeste,GO,Ciências humanas,2017,107,
Centro-Oeste,GO,Ciências sociais aplicadas,1996,0,
Centro-Oeste,GO,Ciências sociais aplicadas,1997,0,
Centro-Oeste,GO,Ciências sociais aplicadas,1998,0,
Centro-Oeste,GO,Ciências sociais aplicadas,1999,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2000,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2001,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2002,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2003,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2004,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2005,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2006,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2007,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2008,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2009,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2010,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2011,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2012,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2013,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2014,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2015,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2016,0,
Centro-Oeste,GO,Ciências sociais aplicadas,2017,0,
Centro-Oeste,GO,Engenharias,1996,0,
Centro-Oeste,GO,Engenharias,1997,0,
Centro-Oeste,GO,Engenharias,1998,0,
Centro-Oeste,GO,Engenharias,1999,0,
Centro-Oeste,GO,Engenharias,2000,0,
Centro-Oeste,GO,Engenharias,2001,0,
Centro-Oeste,GO,Engenharias,2002,0,
Centro-Oeste,GO,Engenharias,2003,0,
Centro-Oeste,GO,Engenharias,2004,0,
Centro-Oeste,GO,Engenharias,2005,0,
Centro-Oeste,GO,Engenharias,2006,0,
Centro-Oeste,GO,Engenharias,2007,0,
Centro-Oeste,GO,Engenharias,2008,0,
Centro-Oeste,GO,Engenharias,2009,0,
Centro-Oeste,GO,Engenharias,2010,0,
Centro-Oeste,GO,Engenharias,2011,0,
Centro-Oeste,GO,Engenharias,2012,0,
Centro-Oeste,GO,Engenharias,2013,0,
Centro-Oeste,GO,Engenharias,2014,0,
Centro-Oeste,GO,Engenharias,2015,0,
Centro-Oeste,GO,Engenharias,2016,0,
Centro-Oeste,GO,Engenharias,2017,1,
Centro-Oeste,GO,"Linguística, letras e artes",1996,0,
Centro-Oeste,GO,"Linguística, letras e artes",1997,0,
Centro-Oeste,GO,"Linguística, letras e artes",1998,0,
Centro-Oeste,GO,"Linguística, letras e artes",1999,0,
Centro-Oeste,GO,"Linguística, letras e artes",2000,0,
Centro-Oeste,GO,"Linguística, letras e artes",2001,0,
Centro-Oeste,GO,"Linguística, letras e artes",2002,0,
Centro-Oeste,GO,"Linguística, letras e artes",2003,0,
Centro-Oeste,GO,"Linguística, letras e artes",2004,0,
Centro-Oeste,GO,"Linguística, letras e artes",2005,1,
Centro-Oeste,GO,"Linguística, letras e artes",2006,1,
Centro-Oeste,GO,"Linguística, letras e artes",2007,11,
